Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A832443,*Venus,4/13/2021 15:10,4/13/2021 15:10,Arctic Court And Point North Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Wirehaired Pointer/Labrador Retriever,White
A832411,,4/13/2021 12:56,4/13/2021 12:56,Ingrid Drive in Travis (TX),Stray,Normal,Dog,Intact Male,4 months,Labrador Retriever,Tan
A832412,*Indy,4/13/2021 12:56,4/13/2021 12:56,Ingrid Drive in Travis (TX),Stray,Normal,Dog,Intact Male,4 months,Labrador Retriever,Tan
A755464,Penelope,4/13/2021 12:08,4/13/2021 12:08,183 And 7Th Street in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Pit Bull Mix,Black/White
A832430,Slinky,4/13/2021 11:55,4/13/2021 11:55,502 West Longspur Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Dalmatian/Labrador Retriever,White/Black
A832422,,4/13/2021 11:34,4/13/2021 11:34,Austin (TX),Stray,Nursing,Dog,Intact Male,2 weeks,German Shepherd/Labrador Retriever,Buff
A832427,,4/13/2021 11:34,4/13/2021 11:34,Austin (TX),Stray,Nursing,Dog,Intact Male,2 weeks,German Shepherd/Labrador Retriever,Black
A832424,,4/13/2021 11:34,4/13/2021 11:34,Austin (TX),Stray,Nursing,Dog,Intact Female,2 weeks,German Shepherd/Labrador Retriever,Tan/Black
A832429,,4/13/2021 11:34,4/13/2021 11:34,Austin (TX),Stray,Normal,Dog,Intact Male,2 weeks,German Shepherd/Labrador Retriever,Black
A832428,,4/13/2021 11:34,4/13/2021 11:34,Austin (TX),Stray,Nursing,Dog,Intact Male,2 weeks,German Shepherd/Labrador Retriever,Black/Brown
A832423,,4/13/2021 11:34,4/13/2021 11:34,Austin (TX),Stray,Nursing,Dog,Intact Male,2 weeks,German Shepherd/Labrador Retriever,Tan/White
A832426,,4/13/2021 11:34,4/13/2021 11:34,Austin (TX),Stray,Nursing,Dog,Intact Female,2 weeks,German Shepherd/Labrador Retriever,Buff
A832425,,4/13/2021 11:34,4/13/2021 11:34,Austin (TX),Stray,Nursing,Dog,Intact Male,2 weeks,German Shepherd/Labrador Retriever,Sable/Black
A832421,*Louisa,4/13/2021 11:34,4/13/2021 11:34,502 West Longspur Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd,Black
A664702,Harley,4/13/2021 11:22,4/13/2021 11:22,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Neutered Male,11 years,American Bulldog Mix,White
A832417,Alfredo,4/13/2021 11:20,4/13/2021 11:20,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Siamese,Seal Point
A832414,Snuggles,4/13/2021 10:51,4/13/2021 10:51,7101 North Ih 35 in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby/White
A786586,Princess,4/13/2021 9:57,4/13/2021 9:57,6305 Cameron Road in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Labrador Retriever/Pit Bull,Black/White
A832409,Sarro,4/13/2021 8:38,4/13/2021 8:38,4607 Whirlaway Drive in Travis (TX),Public Assist,Normal,Dog,Intact Male,1 year,Black/Tan Hound,Black/Brown
A832407,*Spice,4/13/2021 8:16,4/13/2021 8:16,Oltorf And I H 35 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A832406,*Sugar,4/13/2021 8:16,4/13/2021 8:16,Oltorf And I H 35 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A832405,Oreo,4/13/2021 8:05,4/13/2021 8:05,5908 Pinon Vista Drive in Austin (TX),Owner Surrender,Sick,Dog,Intact Female,4 months,Australian Cattle Dog,Tricolor
A832403,*Cassiopeia,4/13/2021 8:00,4/13/2021 8:00,Arctic Court And Point North Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull/Labrador Retriever,White/Brown
A832401,Kitty,4/13/2021 7:48,4/13/2021 7:48,1123 Terry Drive in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,6 days,Domestic Shorthair,White/Brown
A832397,,4/12/2021 23:16,4/12/2021 23:16,2209 East Stassney in Austin (TX),Stray,Sick,Dog,Intact Male,2 months,Chihuahua Shorthair/German Shepherd,Brown/Black
A832396,*Bandit,4/12/2021 20:25,4/12/2021 20:25,5933 Salcon Cliff in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,German Shepherd/Australian Shepherd,Black/Tan
A829289,*Buddy,4/12/2021 17:27,4/12/2021 17:27,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,9 years,Domestic Shorthair,White/Brown Tabby
A832393,Louie,4/12/2021 17:24,4/12/2021 17:24,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Border Collie/Catahoula,Tricolor
A832389,*Sunny,4/12/2021 15:52,4/12/2021 15:52,5907 Jain Ln in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Chihuahua Shorthair,Brown/White
A832390,*Teddy,4/12/2021 15:52,4/12/2021 15:52,5907 Jain Ln in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Border Terrier/Dachshund,Brown Brindle/White
A832387,Bear,4/12/2021 15:30,4/12/2021 15:30,11309 Dimmit Street in Travis (TX),Stray,Injured,Dog,Neutered Male,6 years,English Springer Spaniel Mix,Black/White
A688053,,4/12/2021 14:56,4/12/2021 14:56,Mopac And 183 in Austin (TX),Stray,Injured,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Brown Tabby
A830471,Puddles,4/12/2021 14:43,4/12/2021 14:43,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,White
A832376,Bud,4/12/2021 12:35,4/12/2021 12:35,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,11 months,Anatol Shepherd/Labrador Retriever,Brown/White
A826169,Chango,4/12/2021 12:05,4/12/2021 12:05,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Rhod Ridgeback/Black Mouth Cur,Brown/White
A832367,Fiji,4/12/2021 12:00,4/12/2021 12:00,301 Chisholm Trail in Round Rock (TX),Owner Surrender,Medical,Dog,Neutered Male,1 year,German Wirehaired Pointer Mix,Fawn/White
A832370,*Paisley,4/12/2021 11:19,4/12/2021 11:19,1401 Manford Hill Drive in Austin (TX),Stray,Normal,Dog,Intact Female,11 months,Labrador Retriever Mix,Black/White
A832371,Jayce,4/12/2021 11:15,4/12/2021 11:15,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A832369,Lava,4/12/2021 11:15,4/12/2021 11:15,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A832357,Bella,4/12/2021 9:24,4/12/2021 9:24,8200 South Congress Avenue in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,American Bulldog/American Staffordshire Terrier,White
A832353,,4/12/2021 8:25,4/12/2021 8:25,2Nd St And Linden in Austin (TX),Stray,Normal,Cat,Intact Female,1 day,Domestic Shorthair,Brown Tabby/White
A832352,,4/12/2021 8:25,4/12/2021 8:25,2Nd St And Linden in Austin (TX),Stray,Normal,Cat,Intact Male,1 day,Domestic Shorthair,White/Brown Tabby
A832350,,4/12/2021 8:06,4/12/2021 8:06,Austin (TX),Owner Surrender,Sick,Dog,Intact Female,4 months,Boxer,Brown Brindle/White
A832347,*Pluto,4/12/2021 8:00,4/12/2021 8:00,Arctic Court And Point North Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Wirehaired Pointer/Labrador Retriever,White
A832346,Max,4/12/2021 7:15,4/12/2021 7:15,115 Del Rey in Travis (TX),Owner Surrender,Injured,Dog,Intact Male,1 year,Yorkshire Terrier,Tan/White
A832330,,4/11/2021 16:50,4/11/2021 16:50,9180 Simmons Road in Austin (TX),Wildlife,Injured,Other,Unknown,1 month,Cottontail,Brown
A832335,Smokey,4/11/2021 16:47,4/11/2021 16:47,107 Star Flower Way in Travis (TX),Abandoned,Normal,Dog,Intact Female,11 months,Pit Bull,Brown
A832334,Mijo,4/11/2021 16:47,4/11/2021 16:47,107 Star Flower Way in Travis (TX),Abandoned,Normal,Dog,Intact Male,8 years,Yorkshire Terrier,Brown
A832331,*Gus,4/11/2021 16:25,4/11/2021 16:25,1819 South Pleasant Valley Road in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Chihuahua Shorthair/Manchester Terrier,Black/Brown
A832328,Peluche,4/11/2021 13:56,4/11/2021 13:56,Burleson And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,12 years,Maltese/Miniature Poodle,White/White
A820962,Shelby,4/11/2021 13:21,4/11/2021 13:21,3218 Gonzales Street in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,German Shepherd Mix,Sable
A832318,*159 G,4/11/2021 12:11,4/11/2021 12:11,22609 Sunset Hollow in Leander (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Shorthair,Blue
A832317,*170,4/11/2021 12:10,4/11/2021 12:10,22609 Sunset Hollow in Leander (TX),Stray,Nursing,Cat,Intact Female,1 weeks,Domestic Shorthair,Torbie
A832315,*197 G,4/11/2021 12:09,4/11/2021 12:09,22609 Sunset Hollow in Leander (TX),Stray,Nursing,Cat,Intact Female,1 weeks,Domestic Shorthair,Tortie
A832324,,4/11/2021 12:09,4/11/2021 12:09,Travis (TX),Owner Surrender,Normal,Cat,Unknown,1 day,Domestic Shorthair,Blue Tabby
A832320,,4/11/2021 12:09,4/11/2021 12:09,Travis (TX),Owner Surrender,Normal,Cat,Unknown,1 day,Domestic Medium Hair,Blue Tabby
A832323,,4/11/2021 12:09,4/11/2021 12:09,Travis (TX),Owner Surrender,Normal,Cat,Unknown,1 day,Domestic Shorthair,Blue Tabby
A832322,,4/11/2021 12:09,4/11/2021 12:09,Travis (TX),Owner Surrender,Normal,Cat,Unknown,1 day,Domestic Shorthair,Blue Tabby
A832314,*170 G,4/11/2021 12:08,4/11/2021 12:08,22609 Sunset Hollow in Leander (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Shorthair,Black/White
A832312,212 G,4/11/2021 12:05,4/11/2021 12:05,22609 Sunset Hollow in Leander (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Shorthair,Cream Tabby
A832313,*Zack,4/11/2021 12:05,4/11/2021 12:05,2501 Wickersham Lane in Austin (TX),Abandoned,Normal,Other,Intact Male,2 years,Guinea Pig,Brown/Black
A832316,*Cody,4/11/2021 12:05,4/11/2021 12:05,2501 Wickersham Lane in Austin (TX),Abandoned,Normal,Other,Intact Male,2 years,Guinea Pig,White/Brown
A832311,,4/11/2021 11:55,4/11/2021 11:55,15104 Oklahoma in Austin (TX),Wildlife,Injured,Bird,Intact Male,4 years,Peafowl,Green/Black
A832310,,4/11/2021 10:31,4/11/2021 10:31,Ebert And Springdale in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd/Siberian Husky,Black/Tan
A832295,,4/11/2021 9:00,4/11/2021 9:00,11211 Johnson Road in Travis (TX),Wildlife,Sick,Other,Unknown,2 years,Skunk,Black/White
A832304,,4/11/2021 7:58,4/11/2021 7:58,11902 Doubloon Cove in Austin (TX),Stray,Injured,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby
A832302,,4/11/2021 7:53,4/11/2021 7:53,4434 Frontier Trail in Austin (TX),Owner Surrender,Sick,Dog,Intact Male,2 months,Pit Bull,Chocolate/White
A832303,,4/11/2021 7:46,4/11/2021 7:46,Old San Antonio And Fm1626 in Austin (TX),Stray,Sick,Cat,Intact Female,1 year,Domestic Shorthair,Black
A826599,Pearl,4/10/2021 13:22,4/10/2021 13:22,500 East Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Tan/Brown
A832271,*Jupiter,4/10/2021 13:03,4/10/2021 13:03,Arctic Court And Point North Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Brown/Black
A832274,,4/10/2021 13:02,4/10/2021 13:02,5007 Coffee Cup in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico
A832273,,4/10/2021 13:02,4/10/2021 13:02,5007 Coffee Cup in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico
A832272,,4/10/2021 13:02,4/10/2021 13:02,5007 Coffee Cup in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico
A832275,,4/10/2021 13:02,4/10/2021 13:02,5007 Coffee Cup in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Medium Hair,Calico
A832265,,4/10/2021 11:05,4/10/2021 11:05,Prairie Trail in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Black
A832262,,4/10/2021 11:05,4/10/2021 11:05,Prairie Trail in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Black
A832263,,4/10/2021 11:05,4/10/2021 11:05,Prairie Trail in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Black
A832264,,4/10/2021 11:05,4/10/2021 11:05,Prairie Trail in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Black
A832261,,4/10/2021 11:05,4/10/2021 11:05,Prairie Trail in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Black
A829118,Apollo,4/10/2021 10:36,4/10/2021 10:36,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 months,Pit Bull,Black/White
A828788,*Casey,4/10/2021 10:19,4/10/2021 10:19,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Australian Shepherd Mix,Black/Brown
A832256,,4/10/2021 7:56,4/10/2021 7:56,3312 Pecan Springs Road in Austin (TX),Stray,Injured,Dog,Intact Female,4 years,French Bulldog,Fawn
A832255,,4/10/2021 7:45,4/10/2021 7:45,East Braker Lane And Ih-35 in Austin (TX),Stray,Injured,Dog,Intact Female,1 month,Pit Bull,Brown Brindle/White
A773315,Tofu,4/9/2021 18:39,4/9/2021 18:39,6103 Mayhall Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,White/Brown
A832246,,4/9/2021 18:10,4/9/2021 18:10,603 East 46Th Street in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Opossum,Gray
A832245,Zorro,4/9/2021 17:53,4/9/2021 17:53,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Tan/White
A832244,,4/9/2021 17:24,4/9/2021 17:24,14065 Summit Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Queensland Heeler Mix,Red/White
A826905,*Geneva,4/9/2021 16:40,4/9/2021 16:40,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Catahoula/Pit Bull,Blue Merle/White
A829238,Lilly,4/9/2021 16:24,4/9/2021 16:24,Austin (TX),Owner Surrender,Medical,Dog,Intact Female,2 years,Pit Bull Mix,Black/White
A832238,,4/9/2021 16:23,4/9/2021 16:23,8107 Pinto Path in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Skunk,Black/White
A832228,,4/9/2021 16:23,4/9/2021 16:23,2301 East St Elmo Road in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A813055,Rocko,4/9/2021 16:00,4/9/2021 16:00,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,3 years,German Shepherd Mix,Tan/Black
A832154,Joeski,4/9/2021 15:00,4/9/2021 15:00,1508 Morning Mist Lane in Travis (TX),Public Assist,Normal,Dog,Intact Male,5 months,Pit Bull,Fawn/White
A832231,*Angus,4/9/2021 14:40,4/9/2021 14:40,Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby
A832229,Lil Milo,4/9/2021 14:03,4/9/2021 14:03,20501 Oak Canyon in Travis (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby
A831947,*Omelette,4/9/2021 13:22,4/9/2021 13:22,10503 Berthound Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,White
A832218,,4/9/2021 11:33,4/9/2021 11:33,Promotory Point And Caven Road in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico
A831222,Capulina,4/9/2021 10:56,4/9/2021 10:56,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Dachshund/Chihuahua Shorthair,Red/White
A832210,Sox,4/9/2021 10:11,4/9/2021 10:11,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Chihuahua Shorthair,Brown/White
A832202,Stinx,4/9/2021 9:59,4/9/2021 9:59,Travis (TX),Owner Surrender,Injured,Cat,Spayed Female,3 years,Domestic Shorthair,Calico
A832200,,4/8/2021 19:26,4/8/2021 19:26,8003 South Ih 35 in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A832191,*Sage,4/8/2021 16:24,4/8/2021 16:24,8819 Laverty Place in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black
A832192,*Caraway,4/8/2021 16:24,4/8/2021 16:24,8819 Laverty Place in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black
A832193,*Rosemary,4/8/2021 16:24,4/8/2021 16:24,8819 Laverty Place in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black
A832194,*Dill,4/8/2021 16:24,4/8/2021 16:24,8819 Laverty Place in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black
A832195,*Thyme,4/8/2021 16:24,4/8/2021 16:24,8819 Laverty Place in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black
A832190,*Dahlia,4/8/2021 16:24,4/8/2021 16:24,8819 Laverty Place in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Black
A832173,Estrella,4/8/2021 15:49,4/8/2021 15:49,11744 Gemmer Street in Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,English Coonhound/Siberian Husky,Brown/White
A832183,*Trina,4/8/2021 15:20,4/8/2021 15:20,13102 Elysian Fields Cove in Austin (TX),Stray,Normal,Dog,Intact Female,9 years,Australian Shepherd Mix,White/Gray
A832180,,4/8/2021 14:58,4/8/2021 14:58,12200 Abernathy Street in Manor (TX),Stray,Nursing,Cat,Intact Female,1 day,Domestic Shorthair,Tortie
A832182,,4/8/2021 14:58,4/8/2021 14:58,12200 Abernathy Street in Manor (TX),Stray,Nursing,Cat,Intact Male,1 day,Domestic Shorthair,Orange Tabby
A832181,,4/8/2021 14:58,4/8/2021 14:58,12200 Abernathy Street in Manor (TX),Stray,Nursing,Cat,Intact Female,1 day,Domestic Shorthair,Orange Tabby
A832179,*Bette,4/8/2021 14:58,4/8/2021 14:58,12200 Abernathy Street in Manor (TX),Stray,Nursing,Cat,Intact Female,2 years,Domestic Shorthair,Tortie
A680889,Hansel,4/8/2021 14:50,4/8/2021 14:50,124 W Anderson Lane in Austin (TX),Stray,Sick,Dog,Neutered Male,8 years,Dachshund Mix,Red
A832174,*Lacy,4/8/2021 13:58,4/8/2021 13:58,5803 Nuckols Crossing Road in Austin (TX),Stray,Normal,Dog,Spayed Female,8 years,Pit Bull,Blue
A823105,Max,4/8/2021 13:03,4/8/2021 13:03,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,1 year,German Shepherd/American Bulldog,Tricolor
A832164,,4/8/2021 12:38,4/8/2021 12:38,2110 East Riverside in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever,Black
A832163,*Rose,4/8/2021 12:31,4/8/2021 12:31,1230 East 38Th 1/2 Street in Austin (TX),Stray,Sick,Dog,Intact Male,3 months,Australian Cattle Dog,Blue Tick/White
A832162,*Peanut,4/8/2021 11:56,4/8/2021 11:56,Outside Jurisdiction,Stray,Sick,Dog,Intact Female,4 years,Airedale Terrier/Cairn Terrier,Cream
A831979,Dinelo,4/8/2021 11:16,4/8/2021 11:16,Justin Lane And North Lamar in Austin (TX),Public Assist,Normal,Dog,Intact Male,9 months,Cane Corso,Black
A831966,Tippsi,4/8/2021 11:16,4/8/2021 11:16,Justin Lane And North Lamar in Austin (TX),Public Assist,Normal,Dog,Intact Female,9 months,Cane Corso,Brown Brindle
A832158,Buddy,4/8/2021 11:16,4/8/2021 11:16,71 And 290 in Austin (TX),Stray,Normal,Dog,Neutered Male,14 years,Chihuahua Longhair,White/Brown
A832156,Pantera,4/8/2021 10:55,4/8/2021 10:55,1404 Corona Drive in Austin (TX),Stray,Injured,Cat,Spayed Female,2 years,Domestic Shorthair,Black
A779109,Chopper,4/8/2021 10:43,4/8/2021 10:43,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,American Bulldog Mix,Brown Brindle/White
A832155,,4/8/2021 10:23,4/8/2021 10:23,3005 Maywood Circle in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Opossum,Black/Gray
A832150,,4/8/2021 8:31,4/8/2021 8:31,509 West 11Th Street in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown
A832148,Sasha,4/8/2021 8:16,4/8/2021 8:16,Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Medium Hair,Black/White
A832147,Big Boy,4/8/2021 8:09,4/8/2021 8:09,10102 Aspen Street in Austin (TX),Stray,Injured,Cat,Intact Male,5 years,Domestic Shorthair,Brown Tabby
A832146,Whispy,4/8/2021 7:57,4/8/2021 7:57,2425 Riverside Drive in Austin (TX),Owner Surrender,Pregnant,Cat,Spayed Female,5 years,Domestic Shorthair,Blue Tabby/White
A832145,,4/8/2021 7:42,4/8/2021 7:42,5106 Village Square Drive in Austin (TX),Stray,Sick,Dog,Intact Female,4 weeks,Chihuahua Longhair/Wire Hair Fox Terrier,Black/White
A832133,,4/7/2021 18:57,4/7/2021 18:57,910 Water Street in Manor (TX),Stray,Injured,Dog,Intact Male,5 years,Great Pyrenees,White
A832131,Balloon,4/7/2021 17:46,4/7/2021 17:46,2700 La Mesa Drive in Austin (TX),Stray,Normal,Other,Intact Female,20 years,Tortoise,Brown/Tan
A832129,Mama Cat,4/7/2021 17:12,4/7/2021 17:12,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A830964,Oso,4/7/2021 17:02,4/7/2021 17:02,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan
A832127,Harry,4/7/2021 16:41,4/7/2021 16:41,Austin (TX),Public Assist,Normal,Dog,Intact Male,4 months,Port Water Dog,Black/White
A832118,*Patrick,4/7/2021 15:37,4/7/2021 15:37,9801 Curlew Drive in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh,White/Chocolate
A832119,*Teddy,4/7/2021 15:37,4/7/2021 15:37,9801 Curlew Drive in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh,White/Brown
A831120,Zoey,4/7/2021 15:13,4/7/2021 15:13,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Labrador Retriever/Beagle,Black/White
A832117,Buster,4/7/2021 15:03,4/7/2021 15:03,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A832109,*Peanut,4/7/2021 12:48,4/7/2021 12:48,10940 Research Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Jack Russell Terrier Mix,White/Brown
A832106,*Pinto,4/7/2021 12:26,4/7/2021 12:26,5811 Spring Meadow Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Tan/White
A832105,*Frida,4/7/2021 12:20,4/7/2021 12:20,5802 Spring Meadow Road in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Siberian Husky/Border Collie,Yellow/White
A832099,,4/7/2021 12:09,4/7/2021 12:09,3324 South Fm 620 in Travis (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown
A832103,,4/7/2021 11:47,4/7/2021 11:47,1312 Briarcliff Boulevard in Austin (TX),Stray,Normal,Bird,Unknown,1 year,Parakeet,Yellow
A832094,Jj,4/7/2021 10:56,4/7/2021 10:56,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Orange Tabby
A832084,Mino,4/7/2021 10:38,4/7/2021 10:38,5622 Emerald Forest Drive in Austin (TX),Stray,Injured,Cat,Neutered Male,2 years,Domestic Shorthair,Gray/White
